,"('distance',)","('1mer',)","('2mer',)","('distance', '1mer')","('distance', '2mer')","('1mer', '2mer')","('distance', '1mer', '2mer')"
0,0.04657739612511672,0.026044091110128266,0.04634439220581098,0.04251892270638232,0.04965396889058655,0.048911346300533946,0.05362590261886602
1,0.039737214703425235,0.040237525879917184,0.038821618891551765,0.05495529581529581,0.04802201419226591,0.03890703652343678,0.04518659171299753
2,0.046724474365503775,0.03833850144863438,0.049203971939653056,0.05405895617667358,0.04524823489204294,0.04087967316017317,0.044673881327893475
3,0.04552341745145693,0.028939776606953717,0.03717126216810141,0.04158351230640704,0.04171148208329861,0.04083159861770795,0.04858504449626741
4,0.04877989972124116,0.02630183580609277,0.040722751514966994,0.05155665655749854,0.04558900197510794,0.040945762936268046,0.04535768427222148
5,0.05065900951711557,0.031623933509833446,0.045226788562314886,0.04854169849758085,0.04606740112312868,0.055015045123958176,0.04406627143038756
6,0.048677979190011766,0.02203597876030657,0.056477421584263686,0.044552128873878105,0.05001309108623686,0.054023004559323205,0.04716725581779761
7,0.04702389085719349,0.026148927480291056,0.046906016042780746,0.059000932892566214,0.0554314231090547,0.04468005430242273,0.040121386800334176
8,0.053569731801931295,0.029982323562918002,0.03721070644331513,0.04570716370869824,0.03940125810535018,0.04418263681902967,0.0608492575748835
9,0.04221740833143465,0.026065061162263946,0.0553389411027569,0.05033516556542872,0.052241070713529146,0.04369233409610985,0.038974336489328416
10,0.044848838154102226,0.031541453689966276,0.037483643578643575,0.044122497490432275,0.04607768243071447,0.04524560072364707,0.05377314205309057
11,0.050688138792633765,0.03019638809299464,0.048012125858702945,0.04773210470244223,0.044935413938822874,0.04569823643624289,0.04842567760756615
12,0.04546683342981408,0.027987008110934554,0.04584071545284781,0.05063328679894537,0.040107665986441735,0.03890874003092673,0.04374119721710515
13,0.05666142932904154,0.030374025771823188,0.04296401835927866,0.04723329741349421,0.0452237411711096,0.047706305497720904,0.051671211101457434
14,0.047039334290543064,0.0331503073749436,0.042467806942761845,0.047598899013838944,0.0453962669100541,0.04315249905323435,0.04988211182260853
15,0.05376750997368644,0.028821522301452303,0.0449521433689626,0.04875696182737709,0.04869554259617307,0.060514194460080696,0.054198392607773614
16,0.05157088504108738,0.038155589022533534,0.04484413476315566,0.04695297769437155,0.04751116460938442,0.0410713732594487,0.04518539178829427
17,0.050362304135263894,0.023400345725246623,0.029977514644648512,0.056885430317054356,0.037871892297588895,0.04620536122915985,0.03991698451402399
18,0.048644082166394056,0.034031119465329995,0.04812457852858916,0.04516701990070697,0.05182800912855261,0.046716544634808364,0.03751255003596335
19,0.0480042989988696,0.024598824140665672,0.03679277739804056,0.05641888208372594,0.04648838648294766,0.034175750010148984,0.04308134862848822
20,0.05133041141774893,0.028910180754917598,0.040169465944272446,0.05432711907030019,0.05131006493506494,0.047956623858238956,0.0463402904427201
21,0.04250571298290483,0.023130364902928843,0.042054834394752286,0.04334876509455458,0.04802846275634,0.050741757679772556,0.03817487287058226
22,0.05155768059036481,0.03280481493394806,0.035776573362511915,0.04705212810104972,0.05905751951082076,0.046865567838937805,0.05578807014708718
23,0.049778495365972474,0.032346946689361555,0.03846673477171189,0.05034178019158568,0.05161319966583124,0.05883205513784462,0.05251386426788315
24,0.05087624638792206,0.0347860443241922,0.05000553258145364,0.04412319183654323,0.04175349747887506,0.04484353510588064,0.049861486268775276
25,0.03945814282146764,0.031184055291973246,0.0356005247948982,0.0508200407144343,0.047963975279106855,0.03095724806669079,0.06670975400457665
26,0.049622328425108345,0.0323178058783322,0.046704133167725176,0.05181923408362027,0.04797259602811377,0.0535748499394557,0.05945927884987988
27,0.052781647143705965,0.03403563480151787,0.04784223349469513,0.04491358297705047,0.04966755391151676,0.037537709395294536,0.038740428723323464
28,0.04492930316321107,0.03647437374416089,0.04522640692640693,0.05696863498343761,0.04405111680619824,0.03815714665451508,0.05050115810917668
29,0.05095820060370175,0.020454020960717686,0.04027816737262827,0.056586675020885546,0.04618505855795617,0.03442913405151257,0.04667806296431616
30,0.045521517003875266,0.033020522138680036,0.059976011132904725,0.052435543151939365,0.042960513313917204,0.03912815941368573,0.05916839502430834
31,0.04885787175138935,0.039809916173008275,0.03842593728639781,0.04564763467050366,0.04783943629469945,0.04496485400564348,0.04794869493251846
32,0.05677127736861336,0.034472570008848784,0.04765437907185619,0.04847943321374039,0.044652060982495766,0.03827603288524341,0.049768468587767956
33,0.04858876977542283,0.03480079993248252,0.04670863998230871,0.05287546536796537,0.05807631570279452,0.05802232000455685,0.042520025981407056
34,0.04629906067251462,0.03547055647503437,0.0484179419026816,0.05142086247816511,0.042421660983233876,0.048649680629248716,0.049144929065863915
35,0.04750445883110553,0.039149714167616985,0.03676363965598721,0.04052022278547046,0.04544212022441596,0.034171634009265595,0.054665642465120026
36,0.04835019647603859,0.0382381425786689,0.04739635240060937,0.04636105149236728,0.050006750387555345,0.05081438260069301,0.046697985643893505
37,0.052475798391179974,0.03173457625040863,0.05294882867334577,0.046189505883207596,0.0523862314761561,0.04357221585118341,0.06369127055136277
38,0.04919096645021646,0.025128655730234678,0.05209759760363476,0.05095635714732464,0.0446898241811807,0.036554496047430836,0.05345035885167464
39,0.0524996849353291,0.0317994369363306,0.04523220150760533,0.050780227082858655,0.04207895108324171,0.03675970960154397,0.05650962889767238
40,0.05102160247208931,0.028810310700169393,0.04786765838006164,0.051922837301587296,0.058546004731030485,0.0405663543328017,0.055617609766394606
41,0.043306798157478094,0.030818112779818264,0.042791890794179124,0.05007836335126936,0.049165390043056964,0.03951227106227107,0.05241839042599912
42,0.04963979204725368,0.03610449404761905,0.05564731611884325,0.04874589371980677,0.055329877450980405,0.04637777511961723,0.03926031508695983
43,0.04370391879393969,0.02090821501629568,0.0584766145436054,0.04910057625681852,0.047621955808639246,0.04124260708589656,0.048710705741626795
44,0.04834495071010861,0.03174434386773918,0.05606952980276779,0.04468572602964631,0.05677306602066664,0.03932932079287578,0.046737166836431546
45,0.043717662419938734,0.024642853015278646,0.03524764462160983,0.04531156460670392,0.04952584741250359,0.036160074345943906,0.04107653245596778
46,0.04458745515322833,0.023612211861029,0.05192990628745777,0.04532352437417655,0.04787975509182939,0.04503510727767021,0.04521940836940837
47,0.04489302807486632,0.033521315149747585,0.03974742346492667,0.04984216720597122,0.04539260184969904,0.04434081035923141,0.04085417096663227
48,0.05441382578547334,0.028567489136213393,0.048542165388962596,0.04294796662782933,0.05727418518444061,0.04201869769119769,0.04853132604237868
49,0.04321922869339123,0.03491436197858243,0.04273676615781879,0.06454263431931959,0.049841693722943725,0.05103064479380268,0.050949665996347926
50,0.05435012681902385,0.0299639278476941,0.04338924357170925,0.0470530319364588,0.04797491549632821,0.04847530393424272,0.04380774146771253
51,0.04416792097778483,0.029328245564892625,0.04351970628659416,0.05385215359953009,0.05483069391198682,0.048370493427244,0.04911120297279857
52,0.047031641394741794,0.028428814650262025,0.04869829770407573,0.04731771182781413,0.056469411783158584,0.05175318515277964,0.04663122564243089
53,0.04322853375072783,0.030416511825415278,0.03708282299952781,0.05954683908318777,0.04164828005709013,0.036006055669105766,0.04901707064977021
54,0.054251150658509016,0.031593654685957324,0.050530677071466544,0.05179633519215563,0.05193360645202751,0.048404057017543856,0.027854505414606035
55,0.05002712766206961,0.030502187844834903,0.056811162096417525,0.05542873770394365,0.044081149844307735,0.02886434837092732,0.052933744789781946
56,0.050131635213692995,0.03747397973543484,0.0513584519380875,0.04250679671428241,0.059963107713094266,0.041677497889107795,0.04257581362827358
57,0.04910781658692186,0.03033055308507842,0.05288728908073874,0.047901256765101166,0.05226490848332954,0.04444063813723256,0.045753378588103986
58,0.04466617874901156,0.03674207829846452,0.045445157227477356,0.0471503972073678,0.045755924426450746,0.049235497439250306,0.04249428676608984
59,0.04548980604511065,0.03238728832951945,0.05626965983363043,0.054311794447756225,0.05552269404572037,0.052996122072017225,0.05116722671715521
60,0.04709638344799989,0.027538299916457815,0.046353621988980055,0.04908926613135374,0.056313864577451536,0.03907249159244758,0.04915714463612919
61,0.052006388428801474,0.026151530899441118,0.037739263363448156,0.04662676664001708,0.04977637435107182,0.05662429888951628,0.05370192258721671
62,0.043880818220568864,0.025669265358525355,0.040562784839336195,0.058499961180124224,0.04982272300068353,0.038456584978489,0.05735371134283673
63,0.0505533599439776,0.02269781948088854,0.05104448232323232,0.05042155434039645,0.06078235966305947,0.03622312358339078,0.05439155089343136
64,0.048260669541500816,0.0344354644968035,0.05065679191293743,0.04566219649915302,0.050050795549479755,0.04462278046386019,0.047833654832850556
65,0.05212779218818621,0.0365100523872263,0.04793269269187462,0.050151102851826536,0.040636741309796234,0.03508041678636643,0.05326802232854864
66,0.04674575017088175,0.03273932342879597,0.04433382936507936,0.04990280910609858,0.05052402724726255,0.04919236329022976,0.04716430363404637
67,0.04740374090752729,0.03454279406021302,0.04758805251765778,0.05297344351168267,0.04771814557391503,0.040306741491409684,0.046112591922910104
68,0.05122173778857022,0.04259462602366375,0.05157046471750757,0.04245589931350115,0.043267554302422725,0.04936174069065946,0.04392452599859721
69,0.04734831845579228,0.029821626984126985,0.04979389502247054,0.043115729970512585,0.05990667388167389,0.03319590940460505,0.05344926854695834
70,0.04867175106059344,0.028530136858363066,0.04583454979870043,0.04641145733404658,0.05170351077501939,0.03885010653765701,0.04633106113657585
71,0.048852560532298354,0.0276972578885309,0.04827093022216861,0.0517583931171803,0.05388914473684211,0.04249504025311671,0.051018667675204056
72,0.05335941097498993,0.03666586152882205,0.039633433184313185,0.04561739649198561,0.046174954431533376,0.03400785842483447,0.05654878481661024
73,0.05440246643597631,0.028431024113410704,0.0383083461881256,0.05614998611914403,0.05305146017216955,0.051338795047663345,0.04254805574542417
74,0.05168073258569776,0.02592978007895098,0.04655477588899786,0.0521851743826648,0.04155236962946195,0.03886999817973789,0.04452860248738564
75,0.05188619462874082,0.02529414123009997,0.053969592342866,0.054538475635729645,0.06064581467604352,0.04874884603224134,0.05467020185267089
76,0.04821267811674425,0.02789853995784917,0.05049518497330283,0.049559148483954985,0.05354505776376149,0.04463671791692253,0.05420119182391022
77,0.049382435380768905,0.033562058639973566,0.045993261613257744,0.04491963300048541,0.052377263502134785,0.04610996392496393,0.049125399122807015
78,0.05439440671755145,0.03013880023056654,0.05563626319052688,0.04409151158213094,0.050103915104503335,0.033508711171869064,0.04294722848623535
79,0.055363997372140726,0.0346618671679198,0.05125194425457583,0.04711052017298147,0.04327445507708666,0.0468936219224532,0.0419398090706014
80,0.04811528241662567,0.03278176292713882,0.04679201077560211,0.04861396480841141,0.0462122166210982,0.03467639419404125,0.04894508183968408
81,0.05557846787311416,0.034970584477498096,0.039888286156567886,0.047222946827853954,0.053074423525391025,0.06264900203407069,0.04361117178651504
82,0.05210364501829441,0.024929487362520077,0.05565688083845979,0.05166775918085146,0.04150740397188624,0.040286811536902396,0.051426416048355406
83,0.051532852358168145,0.0337716929617697,0.050937786063041814,0.06250203608591345,0.04433261746068651,0.03772734208515942,0.053850329934345284
84,0.0502967656769559,0.026525915470494422,0.05072178676754663,0.04837202126305067,0.059285248075722906,0.04686876386866375,0.047834231310485184
85,0.04397057442179424,0.027102522667301444,0.04059123510648279,0.05006622253436428,0.0578558462779051,0.05046158251942341,0.05466226813691984
86,0.052898728798280295,0.032711901624945104,0.03893414786967418,0.04873622294372294,0.05171120329232172,0.04495724880382775,0.05512033269933727
87,0.04782820081770082,0.024174374514374514,0.05413111996063942,0.04719551720209615,0.05816673864435171,0.04815822981366459,0.04651945675798231
88,0.04816620410791256,0.030026756298397166,0.03661145192526772,0.05296746429892254,0.05088441558441559,0.04346082251082252,0.04054457545378598
89,0.04097589702084981,0.037921397243107766,0.05024287032412032,0.052727387143748694,0.04360263045721721,0.03905604121111088,0.0465653997292697
90,0.04790196252265556,0.024267316740467774,0.053500686003546405,0.04645518610251118,0.052693300671804666,0.060919987468671666,0.042870625048438346
91,0.055421075770492656,0.030553216721471203,0.044766567575646864,0.04491308063302292,0.051618186296604494,0.03590666259437158,0.05694179197994988
92,0.04896924237429873,0.03272173644338118,0.040701777170198225,0.05317252019755271,0.04465528742805631,0.0469907047029338,0.053478531500319434
93,0.04392603838854382,0.03480766218906951,0.0464878416396723,0.05084800178493677,0.049534996582365,0.03959534595959596,0.064485670419024
94,0.054765034105149234,0.03853812690293509,0.043512844202898554,0.048942951598363496,0.04885205150886266,0.03765096414892148,0.04261010034968844
95,0.05454891653565247,0.03602447686584515,0.04958421312669025,0.043427720377448645,0.0441901697177727,0.05060072818982667,0.0373786538053263
96,0.061477586036703016,0.03309960269864295,0.046477060618297664,0.044546759670479386,0.04567479510700335,0.05167872142477405,0.050398514811062764
97,0.055261011246413125,0.0341085049580473,0.04366083366985239,0.05053696468972204,0.04757311924700537,0.043685409831396675,0.045856281144036566
98,0.0565237461246894,0.026452101449275366,0.04844099432988752,0.05808899301393581,0.0576131051894442,0.04142203019585895,0.042380781367437545
99,0.04458679314247022,0.02413607804940158,0.045953912812333866,0.048866085544889894,0.05382972177013098,0.044642193431148204,0.04599199024332706
100,0.04747845936776117,0.03484294989925796,0.04716411359426234,0.04729696684894054,0.0505799370743374,0.052047077553023846,0.046248008154444076
101,0.051693580696801286,0.03160424433778782,0.04648927415463794,0.0463372108048545,0.060343230994637655,0.038468101258047074,0.05247004710975299
102,0.043396181323034265,0.03077587844611529,0.048399037935748464,0.04415701345755693,0.05214693635827537,0.04368885016127663,0.051308384625245985
103,0.05553489437939381,0.02995171746234726,0.046764317042606515,0.04978603100331042,0.05336278986041404,0.03895574357088373,0.04809092437188454
104,0.048061882394637816,0.03715022583195958,0.05740678258145364,0.04419693362193362,0.04332645641170275,0.035987428489702517,0.048552723665223674
105,0.0530007671165177,0.032380119238313174,0.043460942672887755,0.04859002754211732,0.04843245960751681,0.03556126373626374,0.04271286330945941
106,0.04382951958020051,0.03625377864356445,0.0519240040274483,0.052347457358229335,0.051997606970324364,0.047925341146641466,0.05456894390954762
107,0.046554874573586744,0.03631737765857331,0.04824634684537431,0.05775916935340379,0.06132542285750024,0.045367909356725154,0.04963979860718991
108,0.04998552719147113,0.0280940450937951,0.04295658084605453,0.04263342482460332,0.04853033263305322,0.0442167358643062,0.05099585529205095
109,0.050732240394639236,0.03120119019267626,0.055221671479423196,0.042351863474222644,0.05131483291562239,0.04506454114826709,0.05206577292379403
110,0.0452014860344334,0.029894916012817147,0.036479376750700274,0.05105374079962753,0.042455313936635444,0.04792605982424868,0.04903426307864523
111,0.04761367995169082,0.022108425470791605,0.047734516648175115,0.05754626702846518,0.051251241041455065,0.0393752226209463,0.04974304653679654
112,0.04100444735367832,0.040032458331269546,0.055455942887521835,0.05620819501405028,0.04342141243988061,0.048240733082706766,0.051152711323763964
113,0.046470180938279204,0.02714501397725082,0.055697128470832205,0.047467796664120196,0.051852307223874225,0.045131757563471965,0.05933622073231206
114,0.05702033831862265,0.029032112283926124,0.05176446922642575,0.04995686304218658,0.052649121102327626,0.04325574575680074,0.05962959845629536
115,0.05420931577213787,0.03461990065355593,0.042595695615462746,0.040882816907464745,0.04401991108418959,0.05766103057088586,0.04781014847725375
116,0.04546739830345094,0.03448653674147004,0.051276437863821765,0.04891995976436481,0.04494963200573899,0.04776792538411246,0.05097548960097874
117,0.04831012622614171,0.033401630533358886,0.04376535682090603,0.051437825088568125,0.04415084446856893,0.038269893739619136,0.04455796498822815
118,0.0545810723683644,0.026243088345864668,0.050490188298480065,0.05365975297268204,0.048655240534637,0.040972781786926524,0.051348309742037024
119,0.051691685209950655,0.02960172778023491,0.04644334521687464,0.05941027464494569,0.04414524404259311,0.042821573319131875,0.050610442773600675
120,0.05075740928178289,0.02899274723642371,0.04499174704014521,0.04600409451659452,0.047759656159114365,0.052878401663695784,0.05225612580237697
121,0.0471655837279784,0.028198572411420715,0.04665775560224089,0.04232328818636532,0.053885424857482,0.040458169844431444,0.04612836808948668
122,0.05251257998465505,0.03274294562162983,0.04265137163561077,0.05292752117302091,0.0463437873028506,0.045915770107085904,0.044304292252370064
123,0.04400211494144569,0.03762723035306627,0.04617972258593473,0.04914937960309982,0.050951582080200494,0.028350533280713998,0.051272165591845234
124,0.04798533431404599,0.036112170577960054,0.046679357629085885,0.04746674255826733,0.047038288904078386,0.049067419114514954,0.03824015151515152
125,0.04868219650800304,0.03343947454080446,0.04409140445374461,0.04495411979437084,0.049880903964456595,0.038215211993888464,0.042387998843262
126,0.04784264555808828,0.02998585858585858,0.04437614859826463,0.049931965397004105,0.04978590107927923,0.03909491943986527,0.04754513564121301
127,0.046470049091573394,0.028065046584822128,0.04129700381140598,0.04450166274085392,0.046047230865110124,0.040506269502808404,0.04174737905068787
128,0.04826438300033972,0.04103429148682565,0.045428472944548465,0.046033861639392604,0.044798251879699255,0.039506660618792974,0.056551678550207964
129,0.04320565123332693,0.035948460621250095,0.04558016385078406,0.053793660077667435,0.04719959267719986,0.04601948397013615,0.04886859441092851
130,0.05108945990449609,0.02686097433190044,0.05097140690406945,0.047249893785265305,0.0497298478482302,0.04205406694194216,0.048583688365783875
131,0.04420725563709062,0.03474594580256345,0.04719037347155768,0.047264279624893435,0.05531231822872691,0.03919939267063981,0.04957778894166363
132,0.04796015145673041,0.028748166141930043,0.05297354065577413,0.04780381378347053,0.060314075043893155,0.034794434408358735,0.03906027711323764
133,0.050837427266870974,0.024479125308815713,0.04804984620642515,0.04302974492827434,0.051161335156072005,0.044334529338051015,0.05080415203794949
134,0.04865104779614129,0.032217000270261135,0.047034048134303896,0.05375257471888277,0.04848387121993934,0.042429036606668184,0.04762824247707543
135,0.053747419243586766,0.03530499968630403,0.04838947619474945,0.05014763857106534,0.056188307416267944,0.038704124281291476,0.04032088269917218
136,0.050986522664414016,0.029602979524258215,0.05568181231822872,0.041785104205332366,0.05045690457203615,0.04524168018327225,0.05257638626423457
137,0.055594376316697544,0.027765779484944242,0.043255650154798764,0.05528683041596085,0.050988289038103284,0.03946431989007538,0.040169568534507635
138,0.054075231911299995,0.03756717701115535,0.028882825624667728,0.05080208726375927,0.04738715773390696,0.042394271457629584,0.04455629848737434
139,0.042477389862123335,0.03142247284878864,0.043064042973822214,0.048552920064933794,0.049661446433160325,0.0411942921865716,0.039942130001921025
140,0.0557441205902651,0.031684983633422856,0.045048972602008006,0.04968678889737714,0.0491328273956417,0.0491130552005838,0.04777478734715576
141,0.042879906839940626,0.03295157145314266,0.03703106566234427,0.046784990829346104,0.050673114314175524,0.04590144366979322,0.04854139606015497
142,0.0489419898076126,0.035739726418318525,0.05024437821987543,0.038406678002872376,0.04839293234199581,0.05044539948355738,0.04916794358891882
143,0.0489022293417367,0.03492241936426745,0.03352929470415168,0.040029542950513544,0.04808087486502819,0.043767994776962166,0.04348146509321432
144,0.04448723911683806,0.027846770435446904,0.0437517410854502,0.05128193096377307,0.05982480643599233,0.03563347283577463,0.05010008989865968
145,0.04749211910588265,0.03164206525818149,0.03860742834475167,0.043483414329048994,0.05066595528579645,0.04465238003095976,0.06694224386724387
146,0.05071393246679436,0.025778370000312727,0.043353864734299516,0.05091962202400284,0.050018728639781275,0.04229425508449688,0.045376259638225995
147,0.047459387654012655,0.028831470317757502,0.047239552647215174,0.052116154021417185,0.046102084735496034,0.0392460258229566,0.053426210914988004
148,0.04825868084093633,0.024556355021718834,0.04693574807918932,0.04791952098917371,0.050354075748812586,0.03340019490141781,0.0455895927172243
149,0.05960904568486434,0.026600715953256,0.051684020327498595,0.0492554059473453,0.05156071675400623,0.03730386430090378,0.04036936001305196
150,0.051583109442986684,0.0313773237063732,0.04460975073553449,0.052110332021443204,0.0602686896268805,0.0511197387385128,0.041700776211774496
151,0.04530154434505236,0.028418046638655457,0.04849234962406016,0.04839500835421888,0.04971479554166912,0.04188404476798348,0.04025640052671786
152,0.04609492418641301,0.03052609585752337,0.0446929292929293,0.049798070124320123,0.047609331232493,0.040099998101313886,0.050114106659930456
153,0.046513577917124835,0.028344202898550726,0.04680575731887651,0.049119466311384134,0.04750431614570799,0.034837247865653446,0.048272534990696926
154,0.05355055270759519,0.027557028386474208,0.052478194494460985,0.057881818086883884,0.060936029132546164,0.04363681989627609,0.04324640071512968
155,0.04939577311840208,0.020706229199077497,0.0427296722785224,0.045191418431667796,0.048999330709504525,0.047848044375644994,0.05076294628616997
156,0.04110249694635673,0.03361968224443928,0.04348284960177122,0.04730377614432501,0.04790536872484241,0.04362229152426521,0.04401317498291183
157,0.048913911318150455,0.03340764959189417,0.039760964912280705,0.04127482457791382,0.05106883675693744,0.050208232130636896,0.05106500877863107
158,0.0370275904210169,0.026589859362717422,0.0566538298086353,0.05526268494222458,0.0524991341991342,0.039132223076630966,0.06352653105483233
159,0.043780684686848884,0.02975430402930403,0.04561211514458083,0.0516254484191083,0.048096748796009635,0.0474744668946614,0.04514118163491733
160,0.05409784168894831,0.03235535353263418,0.050926556247629075,0.04866838465885679,0.04398887252425414,0.043195555566724296,0.04353106725146199
161,0.04282533458646616,0.02128318331561874,0.041786789835551445,0.05288093603574153,0.04838600812802758,0.03956525618022329,0.045357895876053766
162,0.04603288401120799,0.02574347338935575,0.04375847910216718,0.052069036580894165,0.04663173767339958,0.03645792152239857,0.0397318137658695
163,0.046663714535845544,0.02671910537940993,0.03561247817967767,0.049543995840760545,0.04604205218929677,0.057043540554284254,0.04520181876793432
164,0.04344206942489915,0.028836789682539686,0.0465213765809354,0.050009203963465976,0.03874879643060758,0.040776879946902836,0.05674411209182376
165,0.04617046373592083,0.02789049834731757,0.05846657028935977,0.04926722481555551,0.05393769620444392,0.040610773841573244,0.04845703105196728
